# Collection of Eggs for Easter 2025
# Field order: Chocolatier, volume, weight, chocolate, wrapper, filling
Carob Creations,3727.363,3727,1,0,2
Carob Creations,2124.492,2124,1,1,2
Lindt,2884.167,5768,2,1,1
Lindt,1992.607,5978,1,2,0
Lindt,2686.004,5372,1,1,1
Mars,2183.236,4366,1,2,1
Mars,2828.865,2829,0,1,2
Pink Lady,257.636,773,2,0,0
Kinder,1281.096,3843,1,1,0
Cadbury,3894.349,3894,2,2,2
Lindt,2745.591,8237,1,1,0
Carob Creations,1407.459,1407,2,2,2
Kinder,939.847,2820,2,0,0
Lindt,2701.53,2702,2,1,2
Darrell Lea,1258.457,1258,2,2,2
Mars,1057.888,3174,2,0,0
Ferrero,3372.937,6746,1,2,1
Lindt,3712.9,7426,2,1,1
Lindt,1786.558,3573,1,1,1
Cadbury,796.01,1592,1,0,1
Kinder,3979.971,11940,1,1,0
Mars,2437.36,4875,0,2,1
Darrell Lea,422.829,423,0,1,2
Mars,1707.672,1708,1,0,2
Cadbury,1272.938,2546,1,2,1
Cadbury,3461.825,10385,2,0,0
Carob Creations,4055.54,12167,0,2,0
Ferrero,1763.108,1763,0,0,2
Cadbury,1707.742,3415,1,0,1
Darrell Lea,3926.379,3926,0,0,2
Ferrero,1028.974,3087,0,0,0
Mars,440.517,881,2,1,1
Kinder,2985.745,5971,1,2,1
Carob Creations,2776.72,8330,1,0,0
Mars,3546.112,3546,0,2,2
Ferrero,3409.153,10227,1,1,0
Kinder,3704.251,7409,0,0,1
Ferrero,2416.543,2417,2,1,2
Cadbury,1689.1,3378,2,2,1
Pink Lady,1619.399,3239,2,2,1
Kinder,186.916,187,0,2,2
Lindt,1209.224,1209,2,1,2
Lindt,4094.118,4094,1,2,2
Darrell Lea,3815.285,11446,0,2,0
Cadbury,2144.534,2145,1,0,2
Darrell Lea,3818.789,11456,1,1,0
Darrell Lea,1208.085,2416,0,2,1
Cadbury,4092.789,8186,1,0,1
Carob Creations,1306.063,1306,0,2,2
Darrell Lea,804.695,2414,2,0,0
Carob Creations,775.284,775,2,2,2
Cadbury,3023.835,3024,1,2,2
Cadbury,3790.132,3790,0,0,2
Kinder,1883.305,5650,1,0,0
Cadbury,3341.985,10026,1,1,0
Pink Lady,4188.311,12565,1,2,0
Lindt,2418.862,7257,1,1,0
Kinder,25.151,75,0,2,0
Carob Creations,1234.796,1235,0,2,2
Ferrero,4155.076,12465,1,1,0
Kinder,60.056,120,0,0,1
Kinder,3055.133,3055,2,1,2
Ferrero,3977.081,3977,1,0,2
Mars,2110.553,4221,0,1,1
Cadbury,915.049,1830,0,2,1
Darrell Lea,1505.499,3011,2,0,1
Darrell Lea,317.053,317,2,2,2
Cadbury,2692.645,8078,2,0,0
Kinder,1574.652,1575,2,2,2
Lindt,2030.93,2031,0,2,2
Mars,3279.096,6558,2,1,1
Kinder,3794.007,7588,0,1,1
Kinder,2020.901,4042,2,1,1
Lindt,1437.103,4311,2,1,0
Mars,298.848,299,0,1,2
Ferrero,3884.147,11652,2,2,0
Mars,3490.498,10471,2,2,0
Lindt,1155.324,1155,0,2,2
Lindt,2234.653,6704,1,0,0
Ferrero,3948.438,3948,0,1,2
Darrell Lea,370.485,370,2,1,2
Darrell Lea,2335.847,7008,2,0,0
Lindt,696.99,2091,2,0,0
Pink Lady,2511.241,7534,1,1,0
Darrell Lea,939.086,939,0,1,2
Carob Creations,4136.037,8272,0,0,1
Kinder,3843.321,11530,0,2,0
Cadbury,1510.78,4532,0,0,0
Darrell Lea,3372.369,6745,0,2,1
Ferrero,2501.162,7503,0,0,0
Lindt,3423.481,6847,0,0,1
Kinder,3993.383,11980,2,1,0
Cadbury,3913.595,3914,1,2,2
Darrell Lea,3101.591,6203,0,2,1
Kinder,3430.236,6860,1,1,1
Cadbury,3229.668,3230,1,2,2
Darrell Lea,2321.297,4643,2,1,1
Darrell Lea,1408.89,1409,1,0,2
Pink Lady,1275.081,3825,2,2,0
Cadbury,3037.758,3038,0,0,2
Pink Lady,1270.979,2542,1,2,1
Ferrero,3093.865,9282,0,0,0
Mars,4073.891,12222,0,1,0
Darrell Lea,4148.465,8297,2,1,1
Carob Creations,1751.15,5253,2,1,0
Cadbury,2652.268,5305,2,1,1
Mars,2220.852,6663,1,0,0
Kinder,2858.527,5717,1,0,1
Darrell Lea,3588.262,3588,2,1,2
Lindt,3086.387,9259,2,0,0
Lindt,2945.148,5890,2,0,1
Kinder,930.324,1861,1,0,1
Mars,3388.887,10167,0,2,0
Lindt,3920.954,3921,1,2,2
Pink Lady,2288.768,4578,2,2,1
Kinder,717.612,1435,2,2,1
Pink Lady,3167.521,9503,2,0,0
Kinder,445.995,892,0,1,1
Darrell Lea,3850.439,11551,2,0,0
Lindt,1070.966,1071,0,0,2
Lindt,359.694,719,1,0,1
Pink Lady,4087.713,8175,0,0,1
Darrell Lea,1182.036,2364,1,2,1
Carob Creations,900.784,2702,1,1,0
Pink Lady,1073.489,2147,1,1,1
Cadbury,3611.997,7224,2,1,1
Cadbury,1320.196,2640,1,0,1
Pink Lady,3747.328,11242,1,2,0
Lindt,1678.089,1678,1,0,2
Cadbury,4139.87,8280,1,1,1
Kinder,2332.188,6997,0,0,0
Ferrero,1835.009,5505,2,0,0
Lindt,755.565,2267,0,0,0
Cadbury,2469.067,2469,2,2,2
Kinder,1240.26,1240,2,1,2
Pink Lady,776.447,2329,0,0,0
Darrell Lea,175.969,352,1,1,1
Cadbury,2841.904,8526,0,1,0
Carob Creations,2227.066,4454,0,0,1
Kinder,521.137,1042,2,2,1
Lindt,3427.955,10284,0,1,0
Mars,2261.86,6786,2,0,0
Ferrero,2785.915,5572,1,0,1
Cadbury,1659.526,4979,2,2,0
Lindt,2427.746,7283,0,0,0
Darrell Lea,3982.142,11946,0,2,0
Ferrero,3266.83,6534,2,0,1
Mars,1869.964,3740,0,2,1
Ferrero,1974.645,5924,2,1,0
Carob Creations,579.093,579,0,1,2
Ferrero,2875.639,2876,0,1,2
Lindt,3479.006,3479,1,0,2
Lindt,4176.425,4176,0,0,2
Cadbury,579.983,580,2,0,2
Mars,4139.943,4140,0,0,2
Ferrero,433.231,433,2,2,2
Pink Lady,287.867,864,1,0,0
Kinder,2480.595,2481,0,0,2
Darrell Lea,4058.972,4059,1,1,2
Darrell Lea,2038.798,4078,2,1,1
Mars,1163.897,1164,2,1,2
Ferrero,2785.14,2785,2,1,2
Cadbury,3433.369,10300,2,0,0
Ferrero,445.561,446,0,1,2
Lindt,111.705,335,2,0,0
Lindt,3118.04,6236,2,2,1
Mars,1609.77,3220,0,2,1
Kinder,3835.439,7671,1,1,1
Carob Creations,1583.32,3167,0,2,1
Darrell Lea,1228.043,3684,1,0,0
Cadbury,3418.428,3418,1,1,2
Mars,2080.961,6243,2,1,0
Kinder,2194.811,6584,0,2,0
Ferrero,158.237,158,2,0,2
Darrell Lea,895.332,1791,2,2,1
Mars,950.298,1901,2,0,1
Lindt,685.988,2058,1,0,0
Darrell Lea,1948.481,1948,1,2,2
Carob Creations,2865.688,2866,2,1,2
Carob Creations,1580.452,3161,2,0,1
Carob Creations,1096.395,2193,2,1,1
Darrell Lea,1568.669,1569,0,2,2
Kinder,2303.339,2303,1,1,2
Ferrero,3580.428,3580,0,1,2
Lindt,2117.676,4235,0,1,1
Carob Creations,1029.749,1030,0,0,2
Cadbury,3484.772,3485,2,2,2
Kinder,1056.055,1056,1,2,2
Mars,4136.047,12408,2,1,0
Ferrero,90.606,91,2,2,2
Darrell Lea,3654.532,3655,0,2,2
Ferrero,3187.298,6375,2,1,1
Cadbury,902.851,2709,2,2,0
Kinder,1786.483,3573,0,2,1
Ferrero,2613.676,5227,1,1,1
Kinder,1626.035,3252,1,0,1
Lindt,35.931,108,1,0,0
Cadbury,4133.716,12401,0,0,0
Lindt,2742.914,5486,1,0,1
Kinder,1429.437,4288,2,2,0
Ferrero,2480.537,4961,1,1,1
Kinder,2391.074,7173,2,2,0
Lindt,1995.029,5985,0,2,0
Carob Creations,2928.359,2928,2,2,2
Kinder,284.45,853,1,2,0
Mars,2754.163,8262,0,0,0
Ferrero,2427.719,7283,2,1,0
Darrell Lea,636.111,636,2,1,2
Cadbury,1203.303,1203,2,0,2
Pink Lady,1773.258,1773,0,0,2
Pink Lady,2428.085,7284,0,1,0
Carob Creations,2965.481,2965,0,1,2
Pink Lady,721.51,1443,0,1,1
Ferrero,1897.46,5692,2,1,0
Ferrero,3096.145,9288,1,2,0
Pink Lady,3496.151,10488,0,0,0
Darrell Lea,2939.51,2940,2,1,2
Mars,3378.066,3378,0,2,2
Ferrero,3012.217,3012,2,1,2
Cadbury,2742.647,2743,2,0,2
Cadbury,1042.405,3127,0,1,0
Kinder,1617.855,3236,1,2,1
Ferrero,1314.143,3942,2,2,0
Pink Lady,2864.467,2864,0,0,2
Lindt,4107.697,4108,1,0,2
Pink Lady,3587.558,3588,2,0,2
Lindt,3307.623,3308,2,0,2
Pink Lady,2226.596,2227,1,2,2
Darrell Lea,48.785,146,2,2,0
Mars,843.06,2529,1,1,0
Carob Creations,189.909,570,0,0,0
Carob Creations,2487.327,4975,1,2,1
Kinder,418.56,837,1,2,1
Carob Creations,3055.938,3056,2,0,2
Lindt,383.589,384,1,2,2
Cadbury,3913.083,11739,1,0,0
Cadbury,2099.665,4199,0,0,1
Lindt,2371.491,4743,1,0,1
Kinder,4057.659,4058,1,0,2
Ferrero,686.216,1372,2,1,1
Mars,1569.932,4710,1,1,0
Lindt,3639.469,3639,2,1,2
Ferrero,3076.996,9231,2,0,0
Darrell Lea,1081.133,1081,0,1,2
Mars,728.753,2186,1,2,0
Carob Creations,3436.485,6873,2,0,1
Ferrero,3128.903,9387,1,2,0
Kinder,940.518,2822,1,0,0
Ferrero,2671.076,5342,2,1,1
Kinder,1088.519,1089,2,1,2
Lindt,3691.13,3691,0,1,2
Ferrero,880.012,2640,1,2,0
Cadbury,2263.676,6791,2,1,0
Kinder,2527.312,7582,2,0,0
Darrell Lea,4000.875,8002,1,0,1
Cadbury,414.919,830,2,1,1
Darrell Lea,950.675,951,2,2,2
Pink Lady,532.989,533,2,2,2
Carob Creations,553.777,1108,2,0,1
Kinder,2917.426,8752,0,1,0
Carob Creations,1950.877,3902,1,2,1
Lindt,419.198,838,0,0,1
Lindt,4158.963,12477,2,0,0
Pink Lady,2033.851,6102,2,2,0
Kinder,3094.606,3095,1,0,2
Kinder,1718.44,3437,1,2,1
Darrell Lea,3472.477,10417,0,0,0
Ferrero,3256.708,6513,0,0,1
Carob Creations,4165.459,4165,1,2,2
Carob Creations,2487.62,4975,2,1,1
Kinder,1020.439,1020,2,2,2
Carob Creations,1623.723,1624,0,2,2
Darrell Lea,383.103,766,2,2,1
Kinder,3013.795,6028,0,0,1
Mars,3260.029,3260,0,0,2
Darrell Lea,1572.513,4718,2,1,0
Darrell Lea,1853.368,1853,0,1,2
Lindt,1750.306,1750,0,1,2
Ferrero,3416.973,6834,0,0,1
Cadbury,2190.928,6573,1,1,0
Darrell Lea,2450.737,4901,1,2,1
Cadbury,2975.342,5951,2,0,1
Darrell Lea,2702.457,2702,0,1,2
Darrell Lea,3074.186,9223,0,0,0
Kinder,1564.244,1564,2,0,2
Kinder,1827.641,1828,0,1,2
Darrell Lea,1548.359,4645,0,2,0
Darrell Lea,3515.788,3516,2,2,2
Mars,522.311,1567,2,1,0
Lindt,669.667,670,0,1,2
Carob Creations,3636.15,10908,1,1,0
Carob Creations,1226.49,1226,1,2,2
Ferrero,2582.157,7746,0,1,0
Carob Creations,1534.135,1534,1,2,2
Ferrero,2233.989,6702,1,2,0
Darrell Lea,3794.666,7589,0,2,1
Pink Lady,2840.481,5681,1,1,1
Darrell Lea,3157.721,9473,0,0,0
Darrell Lea,642.956,1929,1,2,0
Lindt,4073.995,12222,2,1,0
Cadbury,330.251,661,1,0,1
Carob Creations,3146.475,9439,0,1,0
Carob Creations,235.159,705,2,1,0
Cadbury,2580.458,2580,0,1,2
Darrell Lea,57.079,57,1,2,2
Pink Lady,795.656,796,0,2,2
Ferrero,1913.552,1914,1,2,2
Lindt,118.665,356,1,0,0
Cadbury,295.006,295,0,1,2
Carob Creations,3536.559,10610,1,0,0
Cadbury,1898.008,3796,0,1,1
Darrell Lea,3170.074,3170,2,0,2
Darrell Lea,148.945,447,0,2,0
Kinder,558.955,559,2,2,2
Ferrero,469.236,938,2,1,1
Carob Creations,3554.786,3555,0,1,2
Kinder,3977.128,3977,2,1,2
Ferrero,2730.484,5461,2,1,1
Cadbury,2934.397,8803,2,2,0
Carob Creations,4095.192,8190,0,0,1
Mars,507.95,1524,1,0,0
Kinder,246.064,246,1,0,2
Darrell Lea,421.389,1264,1,1,0
Darrell Lea,758.118,1516,0,0,1
Mars,1073.294,1073,1,0,2
Mars,2725.14,8175,0,2,0
Darrell Lea,1116.217,3349,2,0,0
Pink Lady,3716.353,7433,0,0,1
Pink Lady,1979.855,1980,2,2,2
Ferrero,2128.01,6384,1,1,0
Kinder,944.174,944,1,0,2
Cadbury,2955.694,5911,0,2,1
Kinder,1992.3,1992,2,0,2
Darrell Lea,2164.396,2164,0,0,2
Cadbury,1300.48,1300,2,0,2
Darrell Lea,3074.9,3075,2,0,2
Lindt,4099.251,8199,0,2,1
Cadbury,2241.847,4484,1,2,1
Carob Creations,215.841,432,1,2,1
Ferrero,3990.516,7981,2,1,1
Kinder,1449.473,4348,1,1,0
Carob Creations,3785.292,3785,2,1,2
Lindt,1917.128,1917,1,1,2
Ferrero,2752.318,8257,2,1,0
Carob Creations,2728.756,2729,2,2,2
Carob Creations,3117.7,3118,2,0,2
Pink Lady,698.547,2096,0,2,0
Kinder,63.198,190,0,1,0
Darrell Lea,4124.467,4124,2,2,2
Mars,378.311,378,0,2,2
Lindt,1533.551,1534,1,2,2
Carob Creations,1233.646,2467,2,1,1
Kinder,2457.734,7373,1,1,0
Carob Creations,2825.298,8476,1,1,0
Mars,792.11,2376,1,0,0
Carob Creations,1775.382,5326,0,1,0
Darrell Lea,1395.174,1395,1,1,2
Carob Creations,2903.635,8711,0,2,0
Mars,3380.831,6762,0,2,1
Lindt,1064.515,1065,2,0,2
Mars,3148.528,3149,0,1,2
Mars,4155.571,8311,0,1,1
Kinder,762.909,763,1,2,2
Mars,238.16,476,0,2,1
Ferrero,1931.522,5795,0,1,0
Lindt,4054.519,8109,2,0,1
Cadbury,2301.614,4603,0,2,1
Cadbury,159.931,160,1,2,2
Carob Creations,1576.056,4728,0,1,0
Cadbury,2898.288,2898,2,1,2
Cadbury,4145.109,12435,0,2,0
Kinder,2330.25,6991,1,1,0
Kinder,1391.281,2783,1,2,1
Mars,3011.402,6023,0,1,1
Darrell Lea,124.959,250,2,0,1
Kinder,437.544,438,0,2,2
Mars,1359.529,4079,0,2,0
Mars,3356.797,10070,1,1,0
Lindt,1186.511,1187,0,2,2
Ferrero,2311.847,2312,0,1,2
Kinder,2202.921,4406,0,0,1
Pink Lady,4036.597,4037,0,0,2
Cadbury,2773.859,2774,2,0,2
Ferrero,169.805,170,1,1,2
Pink Lady,3584.145,10752,1,2,0
Ferrero,3481.799,10445,1,2,0
Mars,2605.845,7818,1,2,0
Lindt,2914.002,2914,0,0,2
Darrell Lea,276.308,553,0,1,1
Kinder,197.864,396,2,1,1
Darrell Lea,3065.117,3065,2,1,2
Kinder,3996.859,3997,2,0,2
Cadbury,257.927,516,0,2,1
Mars,903.718,2711,1,0,0
Kinder,1045.963,1046,2,1,2
Pink Lady,495.367,1486,2,0,0
Cadbury,2734.533,2735,0,0,2
Pink Lady,3571.672,7143,0,0,1
Lindt,2026.981,2027,0,2,2
Carob Creations,3160.122,3160,2,2,2
Cadbury,3726.988,3727,2,0,2
Lindt,1394.258,2789,1,0,1
Ferrero,1283.433,3850,2,0,0
Mars,559.541,1119,2,2,1
Pink Lady,533.681,1067,2,1,1
Mars,603.042,603,1,1,2
Carob Creations,3511.147,10533,2,2,0
Mars,3793.006,3793,1,2,2
Mars,1708.954,1709,2,2,2
Darrell Lea,3439.987,3440,2,2,2
Pink Lady,3711.764,7424,0,2,1
Cadbury,3314.672,9944,2,1,0
Kinder,1984.051,1984,2,0,2
Carob Creations,2654.572,2655,0,1,2
Pink Lady,3792.968,7586,0,2,1
Lindt,385.727,386,0,2,2
Lindt,1675.051,5025,1,1,0
Lindt,347.047,347,2,2,2
Ferrero,1875.501,1876,0,2,2
Carob Creations,408.792,409,0,0,2
Cadbury,165.126,495,2,2,0
Lindt,824.169,1648,2,0,1
Pink Lady,3273.163,6546,0,2,1
Darrell Lea,957.765,958,0,2,2
Darrell Lea,4095.735,12287,0,0,0
Carob Creations,3579.579,3580,1,0,2
Pink Lady,4132.134,12396,0,2,0
Carob Creations,1330.868,1331,0,2,2
Mars,546.789,1094,1,2,1
Lindt,3195.313,6391,2,2,1
Pink Lady,1825.44,5476,0,2,0
Cadbury,1111.606,2223,0,0,1
Darrell Lea,1590.379,3181,1,1,1
Kinder,2656.334,7969,1,2,0
Pink Lady,1408.835,4227,0,0,0
Cadbury,3276.974,9831,2,2,0
Mars,4017.823,12053,1,2,0
Cadbury,161.894,486,2,0,0
Ferrero,2158.94,4318,0,1,1
Cadbury,1484.125,2968,2,0,1
Ferrero,3099.508,6199,1,1,1
Cadbury,1367.319,1367,2,2,2
Carob Creations,3466.495,10399,2,2,0
Mars,1947.339,1947,1,0,2
Lindt,1838.601,5516,1,0,0
Cadbury,2496.899,4994,2,1,1
Carob Creations,3574.904,10725,0,0,0
Ferrero,1789.531,1790,1,0,2
Kinder,3130.691,3131,2,1,2
Cadbury,85.73,257,1,1,0
Lindt,60.557,121,0,1,1
Kinder,82.899,83,0,0,2
Kinder,2844.368,5689,0,1,1
Cadbury,3340.399,10021,2,1,0
Mars,38.773,78,0,0,1
Carob Creations,3657.922,7316,0,0,1
Kinder,3162.495,3162,0,1,2
Cadbury,2503.448,5007,0,2,1
Carob Creations,3430.305,6861,0,0,1
Lindt,1955.334,5866,2,0,0
Mars,1489.795,4469,0,0,0
Mars,3020.87,6042,1,1,1
Pink Lady,2730.741,5461,1,0,1
Darrell Lea,203.77,204,2,2,2
Carob Creations,4090.563,12272,2,1,0
Lindt,917.119,917,1,0,2
Lindt,3692.683,7385,2,0,1
Cadbury,3953.702,3954,2,1,2
Ferrero,2530.683,5061,1,1,1
Pink Lady,2086.932,6261,0,1,0
Cadbury,2159.363,2159,1,0,2
Carob Creations,2540.774,7622,0,1,0
Kinder,3548.384,3548,2,0,2
Cadbury,2580.662,2581,0,2,2
Cadbury,1123.583,3371,1,1,0
Lindt,2133.187,6400,2,2,0
Pink Lady,550.862,1102,0,1,1
Lindt,2981.649,8945,1,0,0
Carob Creations,2962.563,8888,2,2,0
Mars,21.947,44,2,2,1
Ferrero,936.264,2809,1,0,0
Mars,264.434,264,0,1,2
Lindt,2233.857,2234,0,2,2
Darrell Lea,1579.018,3158,2,1,1
Mars,2516.705,5033,1,1,1
Carob Creations,638.247,1276,1,0,1
Cadbury,2132.864,6399,0,2,0
Pink Lady,1427.65,4283,1,1,0
Mars,2677.461,2677,0,0,2
Ferrero,1912.374,5737,0,1,0
Kinder,4045.829,8092,2,2,1
Darrell Lea,2162.947,4326,0,0,1
Carob Creations,1417.63,1418,0,1,2
Lindt,2511.046,7533,1,2,0
Kinder,902.591,2708,0,2,0
Mars,3034.713,9104,0,0,0
Lindt,881.379,1763,1,1,1
Pink Lady,2264.757,4530,2,2,1
Pink Lady,3724.767,7450,2,0,1
Darrell Lea,1046.003,3138,0,0,0
Mars,1626.868,1627,0,2,2
Pink Lady,697.523,1395,0,1,1
Kinder,3422.426,3422,0,0,2
Mars,364.601,729,1,0,1
Darrell Lea,1536.922,4611,0,0,0
Ferrero,290.887,582,2,2,1
Darrell Lea,1297.078,2594,1,0,1
Lindt,788.048,788,2,1,2
Mars,2118.463,6355,0,0,0
Ferrero,858.975,1718,2,2,1
Mars,3503.813,3504,2,2,2
Darrell Lea,1376.132,4128,2,0,0
Kinder,1791.336,5374,2,1,0
Pink Lady,2327.427,6982,1,0,0
Carob Creations,312.909,313,2,2,2
Ferrero,274.894,825,2,1,0
Lindt,92.773,278,1,2,0
Kinder,1371.292,2743,1,2,1
Darrell Lea,337.078,1011,0,2,0
Lindt,1368.584,2737,1,2,1
Carob Creations,3328.403,9985,2,2,0
Mars,4098.676,8197,0,1,1
Cadbury,318.026,954,2,2,0
Cadbury,2205.251,4411,2,2,1
Mars,4055.43,8111,1,1,1
Ferrero,167.755,168,1,1,2
Carob Creations,3221.384,9664,1,0,0
Cadbury,2650.572,2651,0,2,2
Ferrero,3606.235,7212,2,0,1
Carob Creations,1121.239,2242,2,2,1
Ferrero,3110.14,6220,0,2,1
Ferrero,2030.036,6090,0,2,0
Pink Lady,2645.756,7937,0,2,0
Cadbury,1017.459,2035,0,2,1
Cadbury,2580.335,2580,2,0,2
Pink Lady,1654.482,1654,0,0,2
Carob Creations,2795.768,2796,2,1,2
Ferrero,3400.096,3400,1,0,2
Lindt,2673.139,8019,1,1,0
Mars,712.762,2138,0,2,0
Pink Lady,2152.172,2152,1,0,2
Kinder,3535.419,10606,0,2,0
Kinder,1316.728,2633,0,0,1
Ferrero,529.296,1588,2,2,0
Cadbury,578.481,1735,2,2,0
Cadbury,2600.896,2601,0,2,2
Lindt,2069.24,4138,2,2,1
Darrell Lea,1831.366,1831,2,1,2
Kinder,2797.095,2797,1,0,2
Lindt,176.551,530,2,2,0
Lindt,3554.463,7109,1,2,1
Cadbury,2094.305,2094,0,1,2
Lindt,3178.582,9536,2,1,0
Pink Lady,2267.717,2268,1,2,2
Lindt,1679.638,5039,2,1,0
Lindt,855.913,1712,0,0,1
Ferrero,4160.129,8320,0,1,1
Darrell Lea,4116.665,8233,1,0,1
Ferrero,3033.806,9101,2,0,0
Ferrero,1723.446,3447,1,0,1
Cadbury,3682.777,11048,0,0,0
Kinder,2762.416,2762,2,0,2
Pink Lady,1565.953,3132,1,0,1
Ferrero,1516.855,1517,0,2,2
Darrell Lea,3359.414,6719,2,0,1
Cadbury,3920.962,11763,0,1,0
Carob Creations,659.48,659,0,2,2
Lindt,835.472,835,0,2,2
Carob Creations,2960.715,8882,1,0,0
Ferrero,1793.067,5379,0,1,0
Pink Lady,1342.994,2686,0,0,1
Kinder,3531.459,10594,0,2,0
Lindt,3557.226,3557,0,1,2
Cadbury,502.639,503,1,0,2
Darrell Lea,3324.951,3325,1,0,2
Cadbury,2871.682,5743,1,1,1
Lindt,2826.014,8478,2,2,0
Mars,2071.666,2072,1,2,2
Ferrero,1723.802,3448,1,2,1
Pink Lady,2673.377,8020,1,1,0
Lindt,407.789,816,1,2,1
Pink Lady,1984.869,1985,2,0,2
Mars,2025.748,6077,1,1,0
Kinder,1861.488,5584,0,0,0
Lindt,1626.569,3253,0,0,1
Kinder,106.379,106,2,2,2
Ferrero,324.29,324,2,0,2
Mars,1488.941,2978,2,1,1
Mars,2090.407,4181,2,1,1
Pink Lady,2754.479,5509,1,0,1
Cadbury,3556.614,10670,1,2,0
Kinder,3912.508,11738,2,2,0
Pink Lady,2865.666,5731,2,0,1
Cadbury,1206.949,1207,2,0,2
Mars,2652.771,2653,1,1,2
Carob Creations,91.262,183,2,0,1
Pink Lady,1765.15,1765,2,0,2
Kinder,4043.367,8087,1,0,1
Carob Creations,2769.819,8309,2,0,0
Carob Creations,911.971,2736,0,2,0
Mars,2637.092,5274,0,0,1
Pink Lady,1295.288,1295,2,1,2
Pink Lady,3674.432,11023,1,2,0
Kinder,60.607,61,1,2,2
Lindt,3921.812,11765,1,2,0
Ferrero,933.965,2802,1,2,0
Carob Creations,295.017,295,0,1,2
Carob Creations,2740.634,5481,0,2,1
Carob Creations,3655.397,7311,2,0,1
Cadbury,1093.575,1094,0,1,2
Ferrero,3331.044,9993,0,2,0
Darrell Lea,1728.49,3457,2,0,1
Ferrero,1305.069,1305,0,0,2
Ferrero,3486.927,6974,0,0,1
Lindt,2596.284,2596,1,2,2
Carob Creations,2482.811,2483,0,2,2
Darrell Lea,2995.908,5992,0,1,1
Darrell Lea,3415.91,6832,2,1,1
Ferrero,1040.291,2081,2,1,1
Kinder,2151.244,2151,0,2,2
Darrell Lea,1665.971,1666,1,1,2
Ferrero,288.446,577,2,2,1
Cadbury,3103.802,9311,2,1,0
Ferrero,2594.519,2595,0,1,2
Mars,631.547,1895,2,2,0
Kinder,3298.689,3299,1,2,2
Pink Lady,289.695,290,1,2,2
Kinder,951.3,2854,0,0,0
Cadbury,853.707,2561,0,1,0
Carob Creations,2370.441,4741,1,0,1
Cadbury,1509.939,1510,0,2,2
Lindt,2339.618,7019,2,0,0
Ferrero,1378.163,2756,1,1,1
Darrell Lea,2056.133,6168,2,1,0
Mars,1441.946,1442,2,1,2
Mars,3540.634,3541,0,1,2
Mars,1729.957,5190,0,1,0
Ferrero,3166.652,9500,2,0,0
Kinder,4048.829,8098,1,1,1
Carob Creations,2859.13,8577,1,2,0
Kinder,992.29,2977,2,0,0
Kinder,1508.467,1508,1,1,2
Darrell Lea,252.342,252,1,2,2
Lindt,1520.791,3042,2,0,1
Mars,971.904,2916,1,1,0
Cadbury,3558.919,10677,2,0,0
Darrell Lea,2337.1,4674,2,2,1
Darrell Lea,2150.96,6453,0,1,0
Ferrero,2652.545,5305,2,2,1
Carob Creations,3430.754,6862,0,0,1
Pink Lady,1998.717,1999,1,2,2
Kinder,2256.45,2256,1,2,2
Carob Creations,389.036,778,1,0,1
Cadbury,2873.779,2874,2,0,2
Cadbury,3709.96,3710,2,0,2
Cadbury,2830.344,8491,0,0,0
Kinder,2264.83,4530,1,2,1
Kinder,1490.224,1490,0,0,2
Mars,479.463,479,2,2,2
Cadbury,2856.127,2856,1,1,2
Pink Lady,2815.265,8446,0,2,0
Pink Lady,1014.441,1014,1,1,2
Ferrero,1850.982,3702,1,2,1
Kinder,1566.722,4700,2,0,0
Darrell Lea,2997.963,8994,2,1,0
Carob Creations,4120.694,4121,1,1,2
Ferrero,1276.45,1276,2,0,2
Ferrero,2403.362,4807,2,1,1
Mars,3556.17,7112,0,1,1
Ferrero,2850.971,8553,1,1,0
Kinder,109.337,219,1,1,1
Cadbury,793.321,1587,0,2,1
Ferrero,762.05,2286,2,1,0
Mars,520.592,1041,0,0,1
Kinder,422.391,1267,2,2,0
Pink Lady,3558.238,3558,1,1,2
Cadbury,4170.638,8341,2,2,1
Darrell Lea,3690.573,7381,0,1,1
Kinder,3517.555,3518,0,0,2
Ferrero,3957.53,3958,2,2,2
Ferrero,1867.123,5601,0,2,0
Carob Creations,1241.224,1241,0,1,2
Lindt,3267.339,9802,1,1,0
Carob Creations,3507.34,10522,1,2,0
Kinder,4128.498,4128,0,2,2
Kinder,3305.938,6612,2,1,1
Lindt,328.824,658,2,0,1
Kinder,780.486,780,1,1,2
Darrell Lea,1556.554,3113,1,0,1
Ferrero,1038.479,2077,2,1,1
Ferrero,163.775,328,1,1,1
Carob Creations,3007.353,9022,1,2,0
Ferrero,1796.91,5391,0,1,0
Darrell Lea,2369.468,7108,1,0,0
Lindt,2480.197,7441,0,2,0
Carob Creations,420.454,420,2,2,2
Darrell Lea,3637.654,3638,2,0,2
Kinder,727.719,1455,2,0,1
Carob Creations,2245.329,2245,2,0,2
Lindt,1041.61,3125,2,1,0
Kinder,3296.967,9891,0,2,0
Mars,1107.831,3323,1,2,0
Pink Lady,642.889,1286,2,2,1
Cadbury,1342.147,2684,1,0,1
Mars,2705.663,5411,2,2,1
Kinder,1486.142,1486,2,2,2
Pink Lady,1164.604,2329,1,2,1
Mars,1708.002,1708,0,1,2
Lindt,952.459,1905,2,1,1
Lindt,972.922,973,1,1,2
Carob Creations,706.248,2119,0,1,0
Mars,3877.598,11633,2,0,0
